item_id,item_name,unit_id,unit_name,category,subcategory,serving_size,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carb,dietary_fiber,sugars,protein,calcium,iron,potassium,ingredients,allergens,scraped_at
246413684,Lime Crema Sauce,25,Gothic Grill,,Build Your Own Taco Toppings,1 oz Portion (28g),90,9g,2g,NA,10mg,85mg,2g,NA,< 1g,0g,13mg,0.07mg,,"Sour Cream (CULTURED CREAM, ENZYME.), Mayonnaise Extra Heavy 1 Gal (SOYBEAN OIL, WATER, CORN SYRUP, EGG YOLK, DISTILLED AND CIDER VINEGAR, SALT, SPICE, CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR.), Jalapeno Pepper, Flavoring Chili Aji AMRL Goya (YELLOW HOT PEPPERS, WATER, SEA SALT, CITRIC ACID (AS ACIDULANT), XANTHAN GUM (THICKENING AGENT)), Washed & Destemmed Fresh Cilantro Herb, Garlic White Whole Clove Peeled, 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Lime Juice Not from Concentrate, Vinegar Distilled White Domestic (WHITE DISTILLED VINEGAR (DILUTED WITH WATER TO 5% ACIDITY)), Spice Pepper Black Ground 5 lb (GROUND BLACK PEPPER.), Salt Kosher Ground Coarse Box (SALT, YELLOW PRUSSIATE OF SODA)",,2025-06-04T13:53:37.275343
246413683,Pico de Gallo,25,Gothic Grill,,Build Your Own Taco Toppings,3 oz Portion (85g),20,0g,0g,0g,0mg,NA,3g,0g,3g,0g,0mg,0mg,,"Pico de Gallo Fresh 5 LB (TOMATO, ONIONS, JALAPENOS, LIME JUICE, CILANTO, BELL PEPPERS, GARLIC)",,2025-06-04T13:53:37.838787
246413686,Roasted Sweet Potato,25,Gothic Grill,,Build Your Own Taco Toppings,1.5 oz Portion (44g),80,4g,0g,0g,0mg,210mg,10g,1g,4g,1g,13mg,0.51mg,,"Potato Sweet Cube Rstd Ckd 3/4"" Rstwork, 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Seasoning Taco No MSG (CHILI PEPPER AND OTHER SPICES, WHEAT FLOUR, SALT, DEXTROSE, MALTODEXTRIN, ONION POWDER, GARLIC POWDER, DISODIUM INOSINATE, EXTRACTIVES OF PAPRIKA (AS COLOR), SPICE EXTRACTIVES, ONION EXTRACTIVES AND LESS THAN 2% SILICON DIOXIDE TO PREVENT CAKING)",,2025-06-04T13:53:38.445480
246413687,Black Bean Burger Sandwich,25,Gothic Grill,,Burgers,Sandwich (357g),460,13g,2.5g,NA,NA,1150mg,76g,14g,10g,13g,27mg,1.29mg,,"Black Bean Burger (Burger Patty Bl Bean Raw Frz Chefs Line (BLACK BEANS (COOKED BLACK BEANS, WATER), WATER, RED BELL PEPPER, BLACK BEAN DRY MIX (BLACK BEAN FLAKES, DEHYDRATED ONION, SPICES, NON-GMO EXPELLER PRESSED CANOLA OIL, SALT, DEHYDRATED GARLIC), GREEN PEPPERS, OATS, CAYENNE PEPPER SAUCE (AGED CAYENNE PEPPERS, DISTILLED VINEGAR, WATER, SALT, NATURAL FLAVOR, AND GARLIC POWDER), BREAD CRUMBS (WHEAT FLOUR, SUGAR, YEAST, SALT), CILANTRO, PARSLEY, SALT, CUMIN, GARLIC POWDER, CHIPOTLE PEPPERS IN ADOBO SAUCE (CHIPOTLE PEPPERS, WATER, VINEGAR, SUGAR, SALT, TOMATO PASTE, SMOKE ESSENCE, ONION, GARLIC), BLACK PEPPER.)), White Hamburger Bun GF (WATER, POTATO STARCH, TAPIOCA STARCH, SOY FLOUR, BROWN RICE FLOUR, CHICK PEA FLOUR, SUNFLOWER OIL, GLYCERIN, SEA SALT, ORGANIC CANE SUGAR, POWDERED CELLULOSE, YEAST, XANTHAN GUM, SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATECONTAINS: SOYPROCESSED IN A FACILITY THAT PROCESSES SESAME AND EGG), Pico de Gallo (Pico de Gallo Fresh 5 LB (TOMATO, ONIONS, JALAPENOS, LIME JUICE, CILANTO, BELL PEPPERS, GARLIC)), Avocado (Avocado Fresh 24 Ct), Romaine Lettuce (Lettuce RMN CLND&TRIM (LETTUCE)), Vegan Cheddar Cheese Slice (Cheese Sub Cheddar Slcd .74 oz (FILTERED WATER, MODIFIED POTATO STARCH, PALM OIL, SUNFLOWER OIL, CASSAVA FLOUR, OAT FIBER, SEA SALT, CELLULOSE GUM, TAPIOCA STARCH, YEAST EXTRACT, CELLULOSE GEL, KONJAC POWDER (THICKENER), CULTURED DEXTROSE, CITRIC ACID, CARRAGEENAN, LOCUST BEAN GUM, NATURAL FLAVORS, ANNATTO (COLOR), PAPRIKA EXTRACT (COLOR).))",,2025-06-04T13:53:39.114660
246413691,Double Patty Melt Sandwich,25,Gothic Grill,,Burgers,Sandwich (298g),750,51g,21g,2g,220mg,1620mg,5g,0g,1g,64g,467mg,5.67mg,,"Beef Patty (Beef Patty Ground Chuck 81/19 4:1 Homest (BLACK ANGUS BEEF), Montreal Steak Seasoning (COARSE SALT, SPICES (INCLUDING BLACK PEPPER AND RED PEPPER), GARLIC, SUNFLOWER OIL, NATURAL FLAVOR, AND EXTRACTIVES OF PAPRIKA.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL)), Cheese Swiss Sliced 3.5"" Twin Pack (SWISS CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES).), Jumbo Red Onion",,2025-06-04T13:53:39.701096
246413688,Duke Bleu Cheese Burger,25,Gothic Grill,,Burgers,Sandwich (554g),1080,68g,24g,2g,230mg,2710mg,44g,6g,7g,73g,316mg,12.45mg,,"Beef Patty (Beef Patty Ground Chuck 81/19 4:1 Homest (BLACK ANGUS BEEF), Montreal Steak Seasoning (COARSE SALT, SPICES (INCLUDING BLACK PEPPER AND RED PEPPER), GARLIC, SUNFLOWER OIL, NATURAL FLAVOR, AND EXTRACTIVES OF PAPRIKA.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL)), Baby Spinach Flat Leaves, Hamburger Bun (UNBLEACHED, UNBROMATED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE, RIBOFLAVIN, FOLIC ACID), WATER, SUGAR, POTATO GRANULES, VEGETABLE SHORTENING (PARTIALLY HYDROGENATED SOYBEAN & COTTONSEED OILS), SALT, MONO AND DIGLYCERIDES, YELLOW CORN FLOUR, CALCIUM STEAROYL LACTYLATE (CSL), CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: DIACETYL TARTARIC, ACID ESTERS OF MONO-DIGLYCERIDES (DATEM), NATURAL & ARTIFICIAL FLAVORS, CALCIUM SULFATE, AMMONIUM SULFATE, COLORS (TUMERIC PAPRIKA), ASCORBIC ACID (VITAMIN C), POTASSIUM LODATE, ENZYMES (CONTAINS WHEAT), AZODICARBONAMIDE (ADA), YEAST, SORBITAN MONOSTEARATE, CELLULOSE GUM, PROPYLENE GLYCOL, NATURAL AND ARTIFICIAL FLAVORS, XANTHAN GUM, CITRIC ACID, SODIUM BENZOATE AND FD&C YELLOW #5, WHEAT STARCH, SOYBEAN OIL ENZYMES (WHEAT), CALCIUM PROPIONATE (DRY BASIS).  NEOMONDE BAKERY PRODUCTS ARE PRODUCED IN A FACILITY THAT CONTAINS:  NUTS, SESAME SEEDS, WHEAT, SOY, EGGS, MILK.), Sauteed Mushrooms (Mushroom Crimini Fresh Ref 5 lb (MUSHROOM), Sauce Worcestershire Lea and Perrins (DISTILLED WHITE VINEGAR, MOLASSES, SUGAR, WATER, SALT, ONIONS, ANCHOVIES, GARLIC, CLOVES, TAMARIND EXTRACT, NATURAL FLAVORINGS, CHILI PEPPER EXTRACT.)), Blue Cheese Crumbles (BLUE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE TO PREVENT CAKING, NATAMYCIN TO PROTECT FLAVOR.), Dressing Green Goddess Plastic Jar Ken’s (SOYBEAN OIL, CULTURED BUTTERMILK, WATER, DISTILLED VINEGAR, EGG YOLK, SUGAR, CONTAINS LESS THAN 2 OF SALT, FRUIT JUICE COLOR AND TURMERIC COLOR, LEMON JUICE CONCENTRATE, GARLIC, SPICE, ONION, MODIFIED CORN STARCH, XANTHAN GUM, LACTIC ACID, GREEN ONION, OLEORESIN TURMERIC COLOR. DRIED.)",,2025-06-04T13:53:40.331078
246413689,Gothic Burger,25,Gothic Grill,,Burgers,Sandwich (408g),890,51g,20g,2g,205mg,2540mg,42g,2g,12g,63g,144mg,7.60mg,,"Beef Patty (Beef Patty Ground Chuck 81/19 4:1 Homest (BLACK ANGUS BEEF), Montreal Steak Seasoning (COARSE SALT, SPICES (INCLUDING BLACK PEPPER AND RED PEPPER), GARLIC, SUNFLOWER OIL, NATURAL FLAVOR, AND EXTRACTIVES OF PAPRIKA.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL)), Hamburger Bun (UNBLEACHED, UNBROMATED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE, RIBOFLAVIN, FOLIC ACID), WATER, SUGAR, POTATO GRANULES, VEGETABLE SHORTENING (PARTIALLY HYDROGENATED SOYBEAN & COTTONSEED OILS), SALT, MONO AND DIGLYCERIDES, YELLOW CORN FLOUR, CALCIUM STEAROYL LACTYLATE (CSL), CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: DIACETYL TARTARIC, ACID ESTERS OF MONO-DIGLYCERIDES (DATEM), NATURAL & ARTIFICIAL FLAVORS, CALCIUM SULFATE, AMMONIUM SULFATE, COLORS (TUMERIC PAPRIKA), ASCORBIC ACID (VITAMIN C), POTASSIUM LODATE, ENZYMES (CONTAINS WHEAT), AZODICARBONAMIDE (ADA), YEAST, SORBITAN MONOSTEARATE, CELLULOSE GUM, PROPYLENE GLYCOL, NATURAL AND ARTIFICIAL FLAVORS, XANTHAN GUM, CITRIC ACID, SODIUM BENZOATE AND FD&C YELLOW #5, WHEAT STARCH, SOYBEAN OIL ENZYMES (WHEAT), CALCIUM PROPIONATE (DRY BASIS).  NEOMONDE BAKERY PRODUCTS ARE PRODUCED IN A FACILITY THAT CONTAINS:  NUTS, SESAME SEEDS, WHEAT, SOY, EGGS, MILK.), Sliced American Cheese 120 Ct (YELLOW: CULTURED MILK AND SKIM MILK, WATER, CREAM, SODIUM CITRATE, SALT, SODIUM PHOSPHATE, SORBIC ACID (PRESERVATIVE), ARTIFICIAL COLOR, ACETIC ACID, ENZYMES, LECITHIN.  WHITE: CULTURED MILK AND SKIM MILK, WATER, CREAM, SODIUM CITRATE, SALT, SODIUM PHOSPHATE, SORBIC ACID (PRESERVATIVE), ACETIC ACID, ENZYMES, LECITHIN.), Devil Dip (Ketchup Tomato Fancy 3 Gal (TOMATO CONCENTRATE FROM RED RIPE TOMATOES, DISTILLED VINEGAR, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SALT, SPICE, ONION POWDER, NATURAL FLAVORING), No Cost Pickle Juice (WATER, SALT, VINEGAR, CONTAINS LESS THAN 2 OF LACTIC ACID, SODIUM BENZOATE A PRESERVATIVE, NATURAL FLAVORS, POLYSORBATE 80, TURMERIC EXTRACT COLOR.), Mayonnaise Extra Heavy 1 Gal (SOYBEAN OIL, WATER, CORN SYRUP, EGG YOLK, DISTILLED AND CIDER VINEGAR, SALT, SPICE, CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR.), Seasoning Seafood Old Bay 24 oz (CELERY SALT (SALT, CELERY SEED), SPICES (INCLUDING MUSTARD, RED PEPPER, BLACK PEPPER, BAY (LAUREL), LEAVES, CLOVES, ALLSPICE [PIMENTO], GINGER, MACE, CARDAMOM, CINNAMON), AND PAPRIKA)), Palletized Iceberg Lettuce, Tomato 5x5 Round Vine Ripe 20 Lb (TOMATO)",,2025-06-04T13:53:40.936164
246413690,NC Burger,25,Gothic Grill,,Burgers,Sandwich (422g),1020,63g,18g,2g,220mg,2470mg,44g,2g,14g,66g,153mg,8.55mg,,"Beef Patty (Beef Patty Ground Chuck 81/19 4:1 Homest (BLACK ANGUS BEEF), Montreal Steak Seasoning (COARSE SALT, SPICES (INCLUDING BLACK PEPPER AND RED PEPPER), GARLIC, SUNFLOWER OIL, NATURAL FLAVOR, AND EXTRACTIVES OF PAPRIKA.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL)), Hamburger Bun (UNBLEACHED, UNBROMATED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE, RIBOFLAVIN, FOLIC ACID), WATER, SUGAR, POTATO GRANULES, VEGETABLE SHORTENING (PARTIALLY HYDROGENATED SOYBEAN & COTTONSEED OILS), SALT, MONO AND DIGLYCERIDES, YELLOW CORN FLOUR, CALCIUM STEAROYL LACTYLATE (CSL), CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: DIACETYL TARTARIC, ACID ESTERS OF MONO-DIGLYCERIDES (DATEM), NATURAL & ARTIFICIAL FLAVORS, CALCIUM SULFATE, AMMONIUM SULFATE, COLORS (TUMERIC PAPRIKA), ASCORBIC ACID (VITAMIN C), POTASSIUM LODATE, ENZYMES (CONTAINS WHEAT), AZODICARBONAMIDE (ADA), YEAST, SORBITAN MONOSTEARATE, CELLULOSE GUM, PROPYLENE GLYCOL, NATURAL AND ARTIFICIAL FLAVORS, XANTHAN GUM, CITRIC ACID, SODIUM BENZOATE AND FD&C YELLOW #5, WHEAT STARCH, SOYBEAN OIL ENZYMES (WHEAT), CALCIUM PROPIONATE (DRY BASIS).  NEOMONDE BAKERY PRODUCTS ARE PRODUCED IN A FACILITY THAT CONTAINS:  NUTS, SESAME SEEDS, WHEAT, SOY, EGGS, MILK.), Chili Beef No Bean RTU Tub Frz (BEEF, WATER, TOMATO PASTE, SEASONING (SPICES, PAPRIKA), DEHYDRATED ONIONS, SUGAR, SALT, VINEGAR, SEASONING (DEXTROSE, SALT, ONION POWDER, SPICE EXTRACTIVES), LECITHIN [CONTAINS SOY])), Coleslaw Shred Short Sweet Dixie (ABBAGE, SUGAR, MAYONNAISE (SOYBEAN OIL, WATER, EGG YOLKS, VINEGAR, SALT), CARROTS, VINEGAR, ONION, SALT, ASCORBIC ACID, MODIFIED CORN STARCH, SODIUM ERYTHORBATE, CITRIC ACID, XANTHAN GUM, SODIUM BENZOATE (PRESERVATIVE), POTASSIUM SORBATE (PRESERVATIVE), CELERY SEED, WHITE PEPPER), Sauce Pub Chef’s Line 1 Gal (SOYBEAN OIL, WATER, PREPARED MUSTARD (WATER, DISTILLED VINEGAR, MUSTARD SEED, SALT, TURMERIC, SPICE), DISTILLED VINEGAR, EGG YOLKS, SUGAR, SALT, TOMATO PASTE, AGED CAYENNE RED PEPPER, CONTAINS 2% OR LESS OF CULTURED DEXTROSE, PAPRIKA, ONION*, GARLIC*, SPICE, MUSTARD SEED, XANTHAN GUM. *DEHYDRATED CONTAINS:)",,2025-06-04T13:53:41.551932
246413694,American Cheese Slice,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),Slice (19g),70,6g,4g,0g,15mg,340mg,< 1g,0g,0g,4g,NA,NA,,"Sliced American Cheese 120 Ct (YELLOW: CULTURED MILK AND SKIM MILK, WATER, CREAM, SODIUM CITRATE, SALT, SODIUM PHOSPHATE, SORBIC ACID (PRESERVATIVE), ARTIFICIAL COLOR, ACETIC ACID, ENZYMES, LECITHIN.  WHITE: CULTURED MILK AND SKIM MILK, WATER, CREAM, SODIUM CITRATE, SALT, SODIUM PHOSPHATE, SORBIC ACID (PRESERVATIVE), ACETIC ACID, ENZYMES, LECITHIN.)",,2025-06-04T13:53:42.144872
246413692,Beef Patty,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),Patty (106g),270,18g,6g,1g,85mg,680mg,0g,0g,0g,24g,26mg,2.61mg,,"Beef Patty Ground Chuck 81/19 4:1 Homest (BLACK ANGUS BEEF), Montreal Steak Seasoning (COARSE SALT, SPICES (INCLUDING BLACK PEPPER AND RED PEPPER), GARLIC, SUNFLOWER OIL, NATURAL FLAVOR, AND EXTRACTIVES OF PAPRIKA.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL)",,2025-06-04T13:53:42.709498
246413695,Blue Cheese Crumbles,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),.5 oz Portion (14g),50,4g,2.5g,0g,15mg,190mg,0g,0g,0g,3g,NA,NA,,"Blue Cheese Crumbles (BLUE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE TO PREVENT CAKING, NATAMYCIN TO PROTECT FLAVOR.)",,2025-06-04T13:53:43.284508
246413696,Chili Topping,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),1.5 oz Portion (43g),60,3g,1g,0g,20mg,180mg,2g,0g,1g,6g,6mg,0.74mg,,"Chili Beef No Bean RTU Tub Frz (BEEF, WATER, TOMATO PASTE, SEASONING (SPICES, PAPRIKA), DEHYDRATED ONIONS, SUGAR, SALT, VINEGAR, SEASONING (DEXTROSE, SALT, ONION POWDER, SPICE EXTRACTIVES), LECITHIN [CONTAINS SOY]))",,2025-06-04T13:53:43.860260
246413697,Green Goddess,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),.5 oz Portion (14g),70,7g,1g,0g,< 5mg,110mg,< 1g,0g,0g,0g,0mg,0mg,,"Dressing Green Goddess Plastic Jar Ken’s (SOYBEAN OIL, CULTURED BUTTERMILK, WATER, DISTILLED VINEGAR, EGG YOLK, SUGAR, CONTAINS LESS THAN 2 OF SALT, FRUIT JUICE COLOR AND TURMERIC COLOR, LEMON JUICE CONCENTRATE, GARLIC, SPICE, ONION, MODIFIED CORN STARCH, XANTHAN GUM, LACTIC ACID, GREEN ONION, OLEORESIN TURMERIC COLOR. DRIED.)",,2025-06-04T13:53:44.454729
246413698,Grilled Onion,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),.6 oz Portion (17g),150,17g,1g,0g,0mg,0mg,0g,0g,0g,0g,NA,NA,,"75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Jumbo Red Onion (ONION)",,2025-06-04T13:53:45.041087
246413701,Pickle Chip,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),5 Pickle Portion (17g),0,0g,0g,0g,0mg,210mg,< 1g,0g,0g,0g,NA,NA,,"Pickle Dill Kosher Chip 1/4"" (FRESH CUCUMBERS, WATER, SALT, VINEGAR, LACTIC ACID, SODIUM BENZOATE (PRESERVATIVE), NATURAL FLAVORS, POLYSORBATE 80,TURMERIC(COLOR))",,2025-06-04T13:53:45.654702
246413700,Pickled Onion,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),1.5 oz Portion (43g),15,NA,NA,NA,NA,240mg,5g,NA,3g,NA,91mg,0.00mg,,"Onion Red Slcd 1/8"" Pickled Fresh Ref (RED ONIONS, VINEGAR, WATER, APPLE CIDER VINEGAR, SUGAR, SALT, CALCIUM CHLORIDE, SODIUM BENZOATE (PRESERVATIVE), ORGANIC FRUIT AND VEGETABLE JUICE (COLOR))",,2025-06-04T13:53:46.256718
246413702,Red Onion,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),.4 oz Portion (11g),0,0g,0g,0g,0mg,0mg,1g,0g,0g,0g,3mg,0.02mg,,Jumbo Red Onion (ONION),,2025-06-04T13:53:46.835956
246413699,Romaine Lettuce,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),.05 oz Portion (1g),0,0g,0g,0g,0mg,0mg,0g,0g,0g,0g,0mg,0.01mg,,Lettuce RMN CLND&TRIM (LETTUCE),,2025-06-04T13:53:47.409366
246413704,Sauteed Mushroom,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),1.2 oz Portion (34g),10,0g,0g,0g,0mg,5mg,1g,0g,0g,1g,NA,NA,,"Sliced Mushrooms, 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL)",,2025-06-04T13:53:47.968230
246413703,Special Pub Sauce,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),1 oz Portion (3706g),17890,1917g,319g,0g,1915mg,49840mg,256g,0g,128g,128g,0mg,0.00mg,,"Sauce Pub Chef's Line Gal (SOYBEAN OIL, WATER, PREPARED MUSTARD (WATER, DISTILLED VINEGAR, MUSTARD SEED, SALT, TURMERIC, SPICE), DISTILLED VINEGAR, EGG YOLKS, SUGAR, SALT, TOMATO PASTE, AGED CAYENNE RED PEPPER, CONTAINS 2% OR LESS OF CULTURED DEXTROSE, PAPRIKA, ONION*, GARLIC*, SPICE, MUSTARD SEED, XANTHAN GUM. *DEHYDRATED)",,2025-06-04T13:53:48.555850
246413693,Spicy Black Bean Burger,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),Patty (94g),170,6g,1g,0g,5mg,360mg,18g,6g,1g,16g,46mg,1.64mg,,"Beef Sub Patty Meatless Burger Black Bean Spicy Morningstar Sysco 2.9 oz (WATER, COOKED BLACK BEANS (BLACK BEANS, WATER), COOKED BROWN RICE (WATER, BROWN RICE), ONIONS, VEGETABLE OIL (CORN, CANOLA AND/OR SUNFLOWER), WHOLE KERNEL CORN, SOY PROTEIN CONCENTRATE, SODIUM CASEINATE (MILK), EGG WHITES, WHEAT GLUTEN, TOMATOES, ONION POWDER, BULGUR WHEAT, GREEN CHILES. CONTAINS 2% OR LESS OF CALCIUM CASEINATE (MILK), CORNSTARCH, TOMATO JUICE, SPICES, TOMATO POWDER, SALT, COOKED ONION AND CARROT JUICE CONCENTRATE, GARLIC POWDER, NATURAL FLAVOR, PAPRIKA, SOY SAUCE POWDER (SOYBEANS, WHEAT, SALT), JALAPENO PEPPER, CITRIC ACID, TURMERIC, XANTHAN GUM.)",,2025-06-04T13:53:49.135760
246413705,Spinach,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),.5 oz Portion (13g),0,0g,0g,0g,0mg,10mg,0g,0g,0g,0g,13mg,0.36mg,,Cleaned Trimmed Spinach Flat Leaves (SPINACH),,2025-06-04T13:53:49.711047
246413706,Tomato Slice,25,Gothic Grill,,Build Your Own Burger (Choose Your Ingredients),1 oz Portion (28g),5,0g,0g,0g,0mg,0mg,1g,0g,< 1g,0g,3mg,0.08mg,,Tomato 5x5 Round Vine Ripe 20 Lb (TOMATO),,2025-06-04T13:53:50.284757
246413707,Avocado,25,Gothic Grill,,Build Your Own Burger Add Ons,1/4 Avocado Portion (0g),0,0g,0g,0g,0mg,0mg,0g,0g,0g,0g,0mg,0.00mg,,Avocado Fresh 24 Ct,,2025-06-04T13:53:50.843421
246413711,Bacon,25,Gothic Grill,,Build Your Own Burger Add Ons,1.5 oz Portion (43g),210,15g,6g,0g,60mg,910mg,0g,0g,0g,18g,0mg,0mg,,"Real Bacon Bits (BACON (CURED WITH WATER, SALT, SODIUM NITRITE), MAY CONTAIN SEA SALT, POTASSIUM CHLORIDE, SUGAR, BROWN SUGAR, DEXTROSE, SODIUM DIACETATE, SODIUM PHOSPHATE, SODIUM ERYTHORBATE, SODIUM ASCORBATE, SMOKE FLAVORING, FLAVORING)",,2025-06-04T13:53:51.401119
246413708,Beef Patty,25,Gothic Grill,,Build Your Own Burger Add Ons,Patty (106g),270,18g,6g,1g,85mg,680mg,0g,0g,0g,24g,26mg,2.61mg,,"Beef Patty Ground Chuck 81/19 4:1 Homest (BLACK ANGUS BEEF), Montreal Steak Seasoning (COARSE SALT, SPICES (INCLUDING BLACK PEPPER AND RED PEPPER), GARLIC, SUNFLOWER OIL, NATURAL FLAVOR, AND EXTRACTIVES OF PAPRIKA.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL)",,2025-06-04T13:53:51.974186
246413710,Fried Egg,25,Gothic Grill,,Build Your Own Burger Add Ons,Egg (52g),100,8g,2g,0g,210mg,110mg,0g,0g,0g,7g,32mg,0.98mg,,"Egg Shell Extra-Large Grade Aa White, 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL)",,2025-06-04T13:53:52.532542
246413712,Sauteed Mushroom,25,Gothic Grill,,Build Your Own Burger Add Ons,1.2 oz Portion (34g),10,0g,0g,0g,0mg,5mg,1g,0g,0g,1g,NA,NA,,"Sliced Mushrooms, 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL)",,2025-06-04T13:53:53.113805
246413709,Spicy Black Bean Burger,25,Gothic Grill,,Build Your Own Burger Add Ons,Patty (94g),170,6g,1g,0g,5mg,360mg,18g,6g,1g,16g,46mg,1.64mg,,"Beef Sub Patty Meatless Burger Black Bean Spicy Morningstar Sysco 2.9 oz (WATER, COOKED BLACK BEANS (BLACK BEANS, WATER), COOKED BROWN RICE (WATER, BROWN RICE), ONIONS, VEGETABLE OIL (CORN, CANOLA AND/OR SUNFLOWER), WHOLE KERNEL CORN, SOY PROTEIN CONCENTRATE, SODIUM CASEINATE (MILK), EGG WHITES, WHEAT GLUTEN, TOMATOES, ONION POWDER, BULGUR WHEAT, GREEN CHILES. CONTAINS 2% OR LESS OF CALCIUM CASEINATE (MILK), CORNSTARCH, TOMATO JUICE, SPICES, TOMATO POWDER, SALT, COOKED ONION AND CARROT JUICE CONCENTRATE, GARLIC POWDER, NATURAL FLAVOR, PAPRIKA, SOY SAUCE POWDER (SOYBEANS, WHEAT, SALT), JALAPENO PEPPER, CITRIC ACID, TURMERIC, XANTHAN GUM.)",,2025-06-04T13:53:53.691263
246413714,Coleslaw,25,Gothic Grill,,Snack Boxes and Sides,5 oz Portion (142g),200,11g,2g,0g,5mg,300mg,24g,3g,21g,1g,28mg,0.51mg,,"Coleslaw Shred Short Sweet Dixie (ABBAGE, SUGAR, MAYONNAISE (SOYBEAN OIL, WATER, EGG YOLKS, VINEGAR, SALT), CARROTS, VINEGAR, ONION, SALT, ASCORBIC ACID, MODIFIED CORN STARCH, SODIUM ERYTHORBATE, CITRIC ACID, XANTHAN GUM, SODIUM BENZOATE (PRESERVATIVE), POTASSIUM SORBATE (PRESERVATIVE), CELERY SEED, WHITE PEPPER)",,2025-06-04T13:53:54.254733
246413715,Fresh Cut Fries,25,Gothic Grill,,Snack Boxes and Sides,4 oz Portion (113g),240,21g,1.5g,NA,0mg,210mg,15g,2g,1g,1g,20mg,0.86mg,,"Potato White Non Idaho Random 4-8 Oz, Canola Frying Liquid Shortening (CANOLA OIL WITH TBHQ AND CITRIC ACID ADDED AS PRESERVATIVES AND DIMETHYLPOLYSILOXANE ADDED AS AN ANTI-FOAMING AGENT.), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground 5 lb (GROUND BLACK PEPPER.), Spice Onion Powder 20 oz, Garlic Powder",,2025-06-04T13:53:54.836765
